,date,headline,description
300,"June 11, 2023, 20:12 IST","‘Delhi Today, Some Other State Tomorrow’: AAP Minister on Protest Against Centre’s Ordinance",Services minister Saurabh Bharadwaj said the day is not far when through a single ordinance the central government will take away all democratic principles and there may come a time when there is no election
301,"June 11, 2023, 18:04 IST","Want to Talk to Pakistan Army Chief, But He’s Not Ready, Says Imran Khan | Exclusive","Imran Khan said that “he doesn't believe in deals and power politics, and for him, politics is only for a cause and mission”"
302,"June 10, 2023, 23:43 IST","Trial Runs for Patna-Ranchi Vande Bharat on June 12, Inauguration by End of this Month","East Central Railway said Vande Bharat will cover the distance from Patna to Ranchi in six hours and five minutes covering 410 km of the new route. The eight-car train will run for six days a week, as per railway officials"
303,"June 10, 2023, 10:14 IST","Let's Talk Law | Indian Secularism Has Evolved Beyond the Pale, Icy Definition Imposed by the British","At the heart of the debate around Rahul Gandhi’s comment on the Indian Union Muslim League is the perplexing definition of ‘secularism’. Despite political buffoonery, there is fascinating evolution of secularism in India that few countries or democracies can boast of, both legally and culturally"
304,"June 09, 2023, 20:18 IST","‘Bodies Mutilated, Skin Peeled Off, Women Raped & Converted’: Pak’s Minority Atrocities Report | Exclusive","According to members of the Hindu community surveyed by an organisation based in Pakistan, the government is not protecting the minorities and local mullahs are harassing regularly"
305,"June 09, 2023, 18:05 IST","Mira Road Murder Case: Cops Say Accused, Victim Were Married; HIV+ Claim to 'Mislead' Probe","Saraswati Vaidya had been in contact with her three sisters and had informed them about the temple marriage with her live-in partner Manoj Sane, according to police officers familiar with the case"
306,"June 09, 2023, 16:00 IST",Smartwatch Ban in Madurai Railway Division After Train Operator Caught Distracted While Speeding at 110 kmph,"Following the Balasore train accident in Odisha, the Railway Board has directed zones and divisions to adhere to the necessary protocols during train operations and maintenance"
307,"June 09, 2023, 15:59 IST","‘Gym Time’ Means Namaz, ‘God Will Get Angry if…’: How Gzb Mastermind ‘Converted’ Kids to Islam | Exclusive","The WhatsApp chats show videos of Zakir Naik, Quran verses were shared with the kids. Ghaziabad Police suspects an international angle as videos of a Youtube channel operating from Pak were shown and the servers were operating from the Middle-East"
308,"June 09, 2023, 14:43 IST",'Couldn't Eat or Drink Anything': News18 Reporter Recounts Chilling Details of Mira Road Horror,"According to the neighbours, the couple did not interact much with the residents and no one ever visited them. Victim Vaidya would lock herself in the house once Sane left for work"
309,"June 09, 2023, 11:30 IST","New State Chiefs, Bigger Role for Priyanka Vadra & Revamped CWC: Congress Readies for 2024 Challenge","Sources suggested that a set of names for every position had already been decided and the final call will be taken by Congress president Mallikarjun Kharge and Rahul Gandhi, who is on a US tour at present"
310,"June 09, 2023, 10:57 IST",Pakistan Budget to be Tabled Today; Who Will Shehbaz Sharif Please - IMF or Voters?,"Apart from making it a people-friendly budget ahead of general elections expected later this year, the Shehbaz Sharif government must satisfy the IMF to have any chance of securing more bailout money"
311,"June 09, 2023, 10:05 IST","Can RaGa & Kharge Carve Out 'Big Brother' Role for Cong, Fix Oppn's 'Hum Saath Saath Hain' Plan?","The Congress --- with Rahul Gandhi’s presence --- wants to make the point that no talks for 2024 can be possible in his absence. He is the Sonia Gandhi of 2004, for 2024"
312,"June 08, 2023, 19:32 IST","I'm Sure They'll Try Me in Military Courts, Says Imran Khan as He Gets Bail on Murder Charges | Exclusive","If military courts are going to be operational for civilians, it means that there’s an end to democracy and an end to the judicial system in Pakistan, he told the media"
313,"June 08, 2023, 14:12 IST","Mira Road Murder Accused 'Influenced by Aaftab-Shraddha Case', Victim Was Orphan from Borivali","Mira Road Murder Case: Accused Manoj Sane, who killed his live-in partner near Mumbai, has confessed to incidents of domestic violence taking place and claims that the victim committed suicide"
314,"June 08, 2023, 12:48 IST","National Ambitions, Self-Preservation or Playing it Safe? Why KCR, Naidu & Patnaik May Skip Oppn Meet","Rahul Gandhi, Mallikarjun Kharge, Mamata Banerjee, Akhilesh Yadav, Uddhav Thackeray, Hemant Soren, Arvind Kejriwal, MK Stalin, D Raja, Sitaram Yechury and Dipankar Bhattacharya will attend the meeting"
315,"June 08, 2023, 10:55 IST",Imran Khan Likely to be Tried Under Army Act and Official Secrets Act in Pakistan Military Court,"The military source told News18 that targets for the May 9 incidents, in which military and state installations were attacked, were selected on May 8 at Imran Khan’s residence in Lahore’s Zaman Park"
316,"June 08, 2023, 10:11 IST","Pakistan Army Says Want to Punish Those Violating Peace, Will Conduct ‘Targeted Ops’ Against Taliban","At the meeting, it was decided that the targeted military operations will be conducted against TTP, Pashtun Tahafuz Movement and Baloch Nationalist Army, who are supporting militants against law and enforcement agencies 
"
317,"June 08, 2023, 08:30 IST","Rahul Gandhi's 5 Guarantees Give Congress 'Promising' Start in K'taka, Roadmap for Coming Polls","The BJP has done exceedingly well in assembly and Lok Sabha elections since 2014, breaking the jinx in states like Uttar Pradesh and retaining its governments in Gujarat, Assam, and Uttarakhand. Good governance can be the only way forward for the Congress even if it is through implementation of freebies that are expected to hurt the country's financial health in the long term"
318,"June 07, 2023, 22:20 IST",Odisha Triple Train Tragedy: NCRB Data Shows How Derailment Cases Have Come Down,"According to the National Crime Records Bureau (NCRB), a total of 17,993 cases of railway accidents were reported during 2021. Although it is showing an increase of 38.2% in railway accident cases over 2020 with a total of 13,018 cases, only 0.10% of cases happened due to derailments"
319,"June 07, 2023, 18:32 IST",Bihar: Irregularities of Rs 1.75 Crore Flagged in White Sand Procurement for Sainik School Construction Site,An audit conducted a few months ago found that there were some irregularities involving fake challans in how the sand was transported from the mining site to the construction site in Gopalganj
320,"June 07, 2023, 17:08 IST",A Look at The Blueprint of The NIA's Crackdown against The Gangster-Terrorist Ecosystem | Exclusive,"Many gangsters in India are now operating on behalf of terror handlers sitting in places like Dubai, Pakistan, and the United Kingdom, said sources. CNN-News18 was the first to report last year that gangsters were on the NIA's radar"
321,"June 07, 2023, 17:05 IST","After Free Electricity Guarantee, Karnataka Govt to Revisit Power Purchase Agreements","The state's energy department which is already staring at a financial crisis is now planning to revisit several power purchase agreements and for this, the government is planning to renegotiate power purchase cost wherever possible"
322,"June 07, 2023, 15:19 IST","1 Phone Call, 9 Officers & A Race Against Time: How Odisha Rose to the Balasore Challenge","Every spoke in the wheel of the Naveen Patnaik government worked resolutely and quietly to salvage every living and dead in the aftermath of the ghastly triple train tragedy, taking decisions --- like the one to release the pictures of the dead --- stoically"
323,"June 07, 2023, 12:45 IST","Australian Envoy Says Taking Efforts to Prosecute Culprits of Temple Attacks, Lauds Indian Diaspora | Exclusive","In an exclusive interview Barry O'Farrell said the attacks on the temples in Australia is an attack on multicultural, multi faith community which is a vibrant, peaceful community"
324,"June 07, 2023, 11:53 IST",Balasore Train Accident: Railway Board Chairman Asks Staff To Take No Shortcuts In High-Level Safety Meet,"The high-level safety meeting was called after the train accident in Odisha, which claimed 288 lives and left more than 900 people injured"
325,"June 07, 2023, 10:12 IST",‘It Will Be Similar to Political Suicide’: Local Leaders Wary of TDP-BJP Alliance Buzz in Telangana,"Several BJP leaders within the local leadership remain apprehensive as aligning with TDP chief Chandrababu Naidu will be akin to giving ammunition to KCR to once again rake up regional sentiments
"
326,"June 07, 2023, 10:00 IST","One Take | As Oppn Guns for Ashwini Vaishnaw's Head, Why BJP Steers Clear of UPA Route & Backs Its Netas","BJP understands that if it succumbs to constant opposition pressure, it could end up looking like the UPA. Second, it would embolden those who, before 2024 polls, want to call the present regime corrupt"
327,"June 07, 2023, 08:00 IST","Monsoon Watch: Mumbai Civic Body, Maha Govt Looks to Prevent the ‘Rain of Terror’ for Old Buildings","The civic body has announced a list of 226 buildings in the city, which fall under the C-1 category, i.e. dilapidated and extremely dangerous. Of these 226 buildings, 35 are in Mumbai city, 65 in the eastern suburbs and 126 in the western suburbs"
328,"June 06, 2023, 23:52 IST","With Protest Paused And Questions on POCSO Case, Are Troubles Really over for Brij Bhushan? Experts Weigh In","While many are terming it a setback to the serious charges and the formation of an escape tunnel for Brij Bhushan Sharan Singh, legal experts and analysis of various case laws present a different side to the story"
329,"June 06, 2023, 23:13 IST",Odisha Train Accident: DNA Testing of Bodies Being Done to Confirm Identity,"Addressing a joint press meet of AIIMS Bhubaneswar Executive Director Ashutosh Biswas and Khurda Divisional Railway Manager Rikesh Ray said out of 1,100 injured, 160 are undergoing treatment at AIIMS, Bhubaneswar while 145 are admitted at SCB Medical, Cuttack"
330,"June 06, 2023, 21:24 IST","'If You Are Wrongly Framed, I Can Talk to Devenji, But...': What Amruta Fadnavis told Anil Jaisinghani","The FIR filed with Malabar Hill police on February 20 stated that Aniksha Jaisinghani tried to bribe Amruta to save her father, fugitive bookie Anil Jaisinghani, from several cases registered against him. The charge sheet contains excerpts of the chats between Aniksha and Amruta and the latter’s conversations with Anil as well"
331,"June 06, 2023, 16:36 IST",Why Odisha Could Serve as a Disaster Management Role Model for Other States,"The state disaster authority is recognised for its ability to learn from criticism, act swiftly on suggestions, and show eagerness to acquire new knowledge that could enhance their response capabilities
"
332,"June 06, 2023, 16:29 IST","Construction Firm Will Rebuild Collapsed Bihar Bridge, Bear the Cost: Deputy CM Tejashwi Amid PIL, Flak","""I had doubts about the quality of the bridge after the report by Indian Institute of Technology, Roorkee. The bridge will be constructed afresh. The contractor will pay for the construction,"" says Bihar deputy CM Tejashwi Yadav"
333,"June 06, 2023, 13:42 IST",​‘Sampark Se Samarthan’ for 2024: BJP’s Top 250 Leaders to Tell 5L Prominent Citizens about 9 Years of Modi Govt," These five lakh prominent people will include doctors, teachers, retired Army officers, Padma awardees, prominent lawyers, sports stars, actors, etc, who will be presented with a report card or a booklet of nine years of Modi government"
334,"June 06, 2023, 13:07 IST","Monsoon Watch: Will Mumbai Locals be Rain-Ready by June 11? No Disruptions This Time, Says Railways","In 2021, flooding due to heavy rains had crippled Mumbai’s lifeline for seven days. This year, however, Railways has claimed there would be no repeat of the 2021 nightmare because of micro-tunnelling work undertaken and pumps installed"
335,"June 06, 2023, 09:20 IST","Firing Along Assam-Arunachal Pradesh Border Amid Peace Talks; 2 Dead, As Many Injured","According to initial reports, miscreants from Arunachal Pradesh came in and opened fire on three people on Assam's side who were planting trees and saplings"
336,"June 06, 2023, 07:30 IST","New Conversion 'Game Plan'? 4 Kids Influenced to Adopt Islam via Fortnite And Discord, Says Gzb Police","The racket was exposed when the father of a juvenile filed a complaint in Ghaziabad’s police station alleging that his kid is offering namaz five times a day, and when he confronted the child, he got angry and said that he would leave the house and stay with the maulvi he was in touch with"
337,"June 05, 2023, 23:24 IST",KCR Lays Foundation Stone For New BRS Office in Hyderabad,"The CM said youth should be trained in all aspects like political, social, economic, cultural and ideological fields are imperative to develop more effective leadership in tune with the aspiration of the people of the country"
338,"June 05, 2023, 21:15 IST","Odisha Train Accident: 2.5x Expenditure On Safety Related Works in Last 9 Years, Railways Counters Allegations With Data","From Rs 8884 crore in 2017-18, the expenditure on track renewal increased to Rs 13,522 crore in 2020-21 and Rs 16558 crore in 2021-22"
339,"June 05, 2023, 20:14 IST","Unruly Passengers on Rise, 1 Incident for Every 568 Flights in 2022: IATA","“The most common categorisations of incidents in 2022 were non-compliance, verbal abuse and intoxication. Physical abuse cases have increased 61% over 2021,” IATA Deputy Director General Conrad Clifford tells CNN-News18"
340,"June 05, 2023, 13:47 IST","Bihar Bridge Across Ganga in Bhagalpur Collapses Again: JDU MLA Says, 'Nexus Between...' | Exclusive","“Additional Chief Secretary of road construction department Pratyay Amrit thinks he is too smart, but it is his misconception. A nexus of govt officials with the construction company cannot be ruled out. We need a judicial inquiry,"" Dr Sanjeev Kumar said"
341,"June 05, 2023, 12:13 IST","Rajnath Singh Holds Talks with US Defence Secretary Lloyd Austin, Defence Manufacturing in Focus","Ahead of the talks, people familiar with Austin's visit said his discussions with Singh will focus on a number of significant areas of cooperation, including transfer of critical technologies for co-development of military hardware"
342,"June 05, 2023, 11:45 IST","Three Sleepless Nights, Two Restless Mornings: How Ashwini Vaishnaw Led from the Front for 50+ Hours","Leading rescue, relief and restoration at the site of the Odisha train accident, Railway Minister Ashwini Vaishnaw’s response to the tragedy is in sharp contrast to the photo-ops of predecessors"
343,"June 05, 2023, 10:50 IST",How the 'Purple Revolution' from This Nondescript Hill Town of J&K is Now Spreading Across India,"Purple Revolution is the name given to the growing reach of lavender cultivators from J&K. Compared to maize, the lavender flower requires less physical and financial investment, and the shrub lasts for 15 years, the cultivators said
"
344,"June 05, 2023, 09:42 IST","Exclusive | Slogans of ‘Azadi’ from Pakistan, Army Ring Out from PoK during Literature Festival",The ongoing political and economic crisis in Pakistan has served as a wake-up call for Kashmiris living in Pakistan-occupied Kashmir (PoK).
345,"June 05, 2023, 08:11 IST",Odisha Train Accident: Tragedy or Sabotage? Recommendation of CBI Probe Raises Questions,"The decision to call in the CBI to investigate the Odisha train accident, which Railway Minister Ashwini Vaishnaw termed a “criminal act”, has raised eyebrows since the federal agency primarily deals with criminal cases 
"
346,"June 04, 2023, 21:55 IST",Mumbai Power Outage: No Electricity in Kandivali West for 9 Hours Due to Technical Fault,The local vicinity has been without power for the past nine hours and it was anticipated that it will take an additional three hours to fully restore the electricity
347,"June 04, 2023, 15:31 IST","For Scores of Migrant Workers, It Was Their Last Journey. For Survivors, It's a Reminder 'We Don't Have a Choice'","The loud bang survivors of the Coromandel Express recall from the point of impact still rings in their ears as they count their dead, assess their own injuries and contemplate the toughest question before them – what now?"
348,"June 04, 2023, 08:06 IST",Odisha Train Accident: Army & Navy Pressed Into Medical Aid; Air Force Deploys Mi17 for Evacuations,"The Indian Army has deployed 298 personnel for the relief operations, including troops from the Army Medical Corps, and eight ambulances. The Navy has also dispatched a medical team to provide assistance. The Indian Air Force has deployed its Mi17 helicopters for evacuation"
349,"June 03, 2023, 17:52 IST","Amid Declining Accident Rates, Odisha Train Tragedy Throws Light on Rail Safety Concerns","Over the past few years, the Indian Railways has experienced an overall downward trend in consequential rail accidents. However, the Odisha train accident has raised questions about the efficacy of the current safety arrangements"
350,"June 03, 2023, 17:15 IST",Few Seconds & the Last Train Would Have Safely Passed: How the Odisha Tragedy Unfolded,"The Chennai-bound Coromandel Express derailed first and rammed into a stationary good train. Some of its derailed coaches then knocked off the last four coaches of the Bengaluru-Howrah Superfast Yesvantpur Express which was passing on a parallel track, say sources"
351,"June 03, 2023, 10:03 IST",Let's Talk Law | Proposed Change in Sedition Law a Clear 'Inclination' to Make Dissent Seditious,"For the state, a cartoon can be seditious, a certain brand of dissent can be seditious, a comedian's jokes can be seditious. An elected government is not necessarily the protector of free speech"
352,"June 03, 2023, 09:00 IST",'Dhoni Most Humble Person': Swashbuckling Sai Talks Titan-ic IPL Final Knock And More with News18,"What has remained with him, burnt in memory, is the image of his teammates — arms raised in applause for his stellar knock"
353,"June 02, 2023, 20:28 IST","Free Bus Rides Only for Women Residing in Karnataka, Will Cost Rs 4,000 Cr A Year: Transport Minister to News18",The minister said popular inter-district services like Rajahamsa won’t be part of the scheme
354,"June 02, 2023, 19:30 IST",Juvenile Terrorists with Easy Access to Explosive-making Means New Test for Agencies: Sources | Exclusive,"They are ready with ideas to carry out major terror attacks which can easily kill 15-20 people in one go, added the sources from security agencies"
355,"June 02, 2023, 18:27 IST","Dream is to Make Indian Roads World Class, Match US Standards Before End of 2024: Gadkari | Exclusive","Highways and road transport minister Nitin Gadkari said road safety and traffic violations were a major problem area in an otherwise thriving sector, as India now had the highest number of road accidents per year"
356,"June 02, 2023, 18:14 IST","There Will Be Fair Probe into Wrestlers' Complaints, No One Is Trying to Save Anyone: Anurag Thakur to News18",He also hit out at Congress leader Rahul Gandhi for 'spreading lies and propaganda against India' while abroad
357,"June 02, 2023, 16:52 IST",Parties Promising Free Electricity Will Have to Pay One Way Or Another: RK Singh to News18,The union power minister also said that Congress leader Rahul Gandhi is running down the country abroad when the world is hailing India
358,"June 02, 2023, 13:57 IST",Hiccups in Nitish Kumar's Liquor Policy? New Tweaks Show Bihar's Booze Ban May Have Missed the Mark,"Rise in illicit trade, bootlegging, hooch deaths, disproportionate arrests, smuggling from neighbouring states are some of the issues the state is struggling with in recent years"
359,"June 02, 2023, 13:55 IST",3 ‘Highly Radicalised’ Men of MP's ISIS Module Wanted to Target Security Establishments: Sources | Exclusive,"Syed Mamoor Ali, Mohammad Adil Khan and Mohammad Shahid were influenced by the ideology of ISIS and wanted to establish Islamic caliphate, top intelligence sources told News18"
360,"June 02, 2023, 09:00 IST","‘This is a Marxist-Leninist Lunch’: At Rs 12 a Plate, Time and Tab Stand Still at the Iconic CPM Canteen","The austere mess and its humble fare of chapathi, sabzi, dal and rice offer more than just subsidised food to ‘whole-timers’ and foot soldiers. It is a retreat where veterans, workers and even applicants break bread across the table from each other"
361,"June 02, 2023, 08:00 IST","Chandrayaan-3 Reaches Launch Port, Satellite Centre Chief Says ISRO 'Upbeat & Apprehensive' | Exclusive","UR Rao Satellite Centre director M Sankaran tells News18 that every aspect of the Chandrayaan-3 mission, likely to be launched in July, has been looked at, particularly from the experience of the Chandrayaan 2 crash"
362,"June 02, 2023, 07:00 IST","Biased, Say Kukis; Not Proactive, Allege Meiteis: In Between Hangs Biren Singh’s Fate","While the Kukis are aggrieved at Biren Singh’s anti-encroachment drive in the forests and alleged bias of the administration when violence began, Meiteis, too, are not unified in their support to the Manipur Chief Minister"
363,"June 01, 2023, 20:36 IST",Karnataka Necrophilia Case: HC Asks Centre to Frame Laws against Sexual Assault of Deceased People,"The HC stated that 'rape on a dead body' should either be punishable under the ambit of section 377 of IPC or a separate provision must be made to punish the offenders. The court also quoted the example of countries like England, Canada, New Zealand, and South Africa, where necrophilia is treated as a punishable offence"
364,"June 01, 2023, 19:29 IST",iPhone Maker Foxconn to Get 300-Acre Bengaluru Land by July 1; First Phone to Roll Out in April 2024,"The project is expected to generate employment for at least 50,000 people in the state. Taiwan-based Foxconn plans to manufacture 2 crore iPhone units annually at the plant after the completion of three phases"
365,"June 01, 2023, 18:14 IST",Attack on Bihar BJP Leader's House: How Reverence for Buddha And Profusion of Bombs Co-exist in Gaya,BJP leader Santosh Gupta and his family had a narrow escape after bombs were hurled at his house late at night on May 31
366,"June 01, 2023, 18:11 IST","BRS Working Prez Confident of Winning Telangana Polls, Dares Cong, BJP to Reveal Their CM Candidates","The TRS leader also stated that the “Neellu, Nidhulu and Niyamakalu” (water, funds and employment) was the tagline during the agitation for separate statehood and the KCR government achieved all targets in nine years"
367,"June 01, 2023, 17:07 IST",Amarnath Yatra 2023: J&K Govt Approves 400 Satellite Phones; 100-bed Hospital to be Built at Baltal,"The Amarnath Shrine Board CEO, while interacting with the officers, observed that all the departments must be fully geared up for making adequate arrangements well in advance by working in close coordination for smooth conduct of the yatra
"
368,"June 01, 2023, 16:37 IST",Kharge's Meet-&-Greet With Workers at the Congress HQ Shouldn't be a Big Deal. But Here's Why It Is,The enthusiasm of Congress workers at the visit of the party president may seem like an over-reaction. But juxtapose it with rare visits by Sonia Gandhi and one can understand their excitement at the prospect of a little face-time with the party chief
369,"June 01, 2023, 14:57 IST",Manipur Ceasefire Under Scanner After Amit Shah's Stern Warning to Violators,"The Suspension of Operation Agreement was a tripartite ceasefire agreement between Kuki militant groups, the Union government and Manipur government signed on August 22, 2008. The primary objective of the pact was to initiate political dialogue and bring back militants to the mainstream"
370,"June 01, 2023, 14:27 IST","Unable to Rein in US Dollar Sale in Hawala Markets, Pakistan Risks Being Put on FATF Grey List Again","If proper measures are not taken by Islamabad to counter grey markets and act according to its commitments to the FATF, the latter is likely to put Pakistan on the grey list and this time it would be almost impossible to get out of it, say sources"
371,"June 01, 2023, 13:44 IST","Divided by Strife, United by Grief: In Violence-Hit Manipur, Borders Within Localities Add to Woes","From Imphal, News18 travelled to Phukaoterapur village where an uneasy calm prevailed just two hours after firing was reported from the area"
372,"June 01, 2023, 13:08 IST","Imran Khan Blacked Out on Pak TV Channels, Alleges PTI as Regulator Calls for Ban on 'Hate Mongers'","The I&B Ministry invited all TV channel owners for a meeting on Wednesday and directed them to black out Khan, with a source claiming that the directive was issued by the ISI's media cell"
373,"June 01, 2023, 12:39 IST","Kannur Train Fire: All Angles to be Investigated, Can't Rule out Sabotage or Terror, Say Sources","According to sources, the train was stationary on the track at the yard several metres from the platform and a Bharat Petroleum fuel depot. Since all passengers had deboarded, no casualties were reported"
374,"June 01, 2023, 12:31 IST",'Protected By Punjab Police': CM Bhagwant Mann Denies Centre's Offer For Z+ Security Cover,"The Centre had accorded ‘Z-plus’ category armed security cover to Punjab Chief Minister in view of possible threats to him emanating from the country and abroad, official sources had said"
375,"June 01, 2023, 11:43 IST","Warm February, Foggy May: How Delhi-NCR Weather Reflects Dangers of Climate Change","Despite the significant increases in climate action at both the multilateral and individual country levels, experts believe there might be something that is being overlooked
"
376,"June 01, 2023, 10:36 IST","India Needs Majority Govt in 2024 for ‘Good’ Economic Outcomes, to Rely on Atmanirbharta: Morgan Stanley MD","Morgan Stanley India MD Ridham Desai called PM Modi an ‘inflation hawk’, which essentially means, he does not want inflation -- this is critical for the prosperity of the economy. Desai also praised India for focusing on macro stability"
377,"June 01, 2023, 08:30 IST","'If Govt Had Built A Road, She'd Be Alive': Mother Forced to Carry Child's Body in Vellore's Tribal Hamlet","While an ambulance was arranged to bring back the body of the little girl, who was bitten by a snake, after the post-mortem, the vehicle could not pass through the mud road and stopped at the foothills, forcing the parents to carry the deceased back to their residence"
378,"May 31, 2023, 20:06 IST","As Monsoon Nears, Bengaluru's Posh Rainbow Drive Layout in Troubled Waters","In the absence of a stormwater drain, the low-lying gated community was inundated with the overflow of the upstream lake during the rains last year"
379,"May 31, 2023, 19:01 IST",Nathu La to be Connected by Rail: Sivok-Rangpo Project to be Extended for All-weather Access to China Border,"The plan to extend the all-important Sikkim rail link to Nathu La will only be a boon to all-weather connectivity. It will aid the armed forces with logistical support in the forward areas

"
380,"May 31, 2023, 17:58 IST","Nepalese PM Prachanda Arrives on Maiden Visit to India; Bilateral Ties, Agnipath Recruitment on Agenda",The Nepal government has raised concerns about the Agnipath scheme and stopped the recruitment that has been going under a unique arrangement since 1947
381,"May 31, 2023, 17:48 IST","'Class Warfare': As Politicians Spar over Syllabus, Students Risk Lives in Crumbling Karnataka Schools","News18 visited some of these schools and spoke to students, parents as well as teachers who shared their concerns"
382,"May 31, 2023, 16:42 IST","By Boycotting Parliament, Opposition Snubs People of India And Not PM Modi: Smriti Irani to News18","Speaking about the nine years of the Narendra Modi government, the union minister said that one of the greatest examples of how the PM was resolute in ensuring the citizens of the country were protected was when 'a war came to a standstill' because he wanted to evacuate all stranded Indians"
383,"May 31, 2023, 16:34 IST","​​In 9 Years, PM Modi Has Totally Transformed Railways: Union Minister Ashwini Vaishnaw to News18","""People want clean governance. The Modi government demonstrated that first in Gujarat, during PM Modi ji’s tenure as the CM, and now nationally. People are looking at that as their future,"" Ashwini Vaishnaw tells CNN-News18 in an exclusive interview"
384,"May 31, 2023, 15:07 IST",How a Union Minister's Last-Minute Call Persuaded Wrestlers to Not Immerse Their Medals in Ganga,Sources close to the minister said he called Punia when he was at ‘Har Ki Pauri’ along with other wrestlers and spoke to Sakshi Malik and Vinesh Phogat as well on the same call
385,"May 31, 2023, 14:36 IST","Snakelets, Lizards in Bihar’s Mid-Day Meals for School Kids: Programme Head Promises ‘Thorough Probe, Strict Action’","Amid the rise in such incidents, CNN-News18 spoke to Satish Chandra Jha, the special secretary of education department and Director, MDM, of Bihar, to know the standard operating procedure (SOP) followed to prevent such incidents"
386,"May 31, 2023, 14:35 IST","'Badlav' Buzzword for 2024? Cong Banks on RaGa's Belief to Tweak Poll Strategy, Train Guns on PM","As results of 2014 and 2019 poured in, the Congress top leadership assessed that comments like ‘chai waala’ and ‘neech aadmi’ had helped the PM and BJP build a narrative. However, the party feels that a sense of fatigue has come in after nine years of BJP and hence, it would be wrong strategy to not attack PM Modi"
387,"May 31, 2023, 12:10 IST","The Curious Case of a Famous Sweets Shop, CM Eknath Shinde’s Daughter-in-law & A Demolition",The Shinde faction of Shiv Sena alleged that Sanjay Raut had spread the rumour that a portion of the shop was demolished after the staff “did not give proper treatment” to the chief minister’s daughter-in-law
388,"May 31, 2023, 10:21 IST","Sick of Traffic Between IGI Airport & Mehrauli, Vasant Kunj? New Tunnel Near Vasant Vihar to Ease Woes",The five-kilometer road will not only offer an alternate connectivity to and from the airport and Gurugram but will also act as a bypass to Rangpuri and connect the Dwarka Expressway with Vasant Kunj through Nelson Mandela Marg
389,"May 31, 2023, 10:20 IST","'Under Siege': Diaspora Launches Campaign in US Against Human Rights Abuses, Fascism in Pakistan","The tag #PakistanUnderSiege is also trending on social media sites such as Facebook, Twitter and YouTube to highlight the current political turmoil and human rights issues in Pakistan"
